id,mvt_id,name,brand,categories,names,city_fips,city_name,geometry_wkt,institutional
40d81f34-2fbf-4433-b411-af96c2f054a2,27052178,Miranda Nicole Salon,NA,"{""primary"":""beauty_salon"",""alternate"":[""barber"",""tanning_salon""]}","{""primary"":""Miranda Nicole Salon"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37949 45.17002),FALSE
83a1d492-f9e9-4f26-9e39-c74ac0c50d24,27052177,40 Oak Street,NA,"{""primary"":""home_improvement_store"",""alternate"":[""naturopathic_holistic"",""landmark_and_historical_building""]}","{""primary"":""40 Oak Street"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.3795 45.16768),FALSE
53b05d77-d798-4b8e-a3f9-64ecd2058b61,27052172,"Town of Guilford, Maine",NA,"{""primary"":""public_and_government_association"",""alternate"":[""community_services_non_profits""]}","{""primary"":""Town of Guilford, Maine"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37967 45.16691),FALSE
c49b23f6-c968-4f7b-ad1a-edaa85b111c1,27052173,"Stepping Stones Mental Health, LLC",NA,"{""primary"":""counseling_and_mental_health"",""alternate"":null}","{""primary"":""Stepping Stones Mental Health, LLC"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37967 45.16691),FALSE
439d1c59-1563-46b1-b613-dced8fd541a0,27052171,Skincare & Beauty by Courtney,NA,"{""primary"":""beauty_salon"",""alternate"":[""beauty_and_spa"",""spas""]}","{""primary"":""Skincare & Beauty by Courtney"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37941 45.16666),FALSE
c9444b60-5ca4-4da4-9f52-b54ec731fc3b,27052170,Mrs. Susan Chessa Fnp-c,NA,"{""primary"":""hospital"",""alternate"":[""family_practice"",""physical_therapy""]}","{""primary"":""Mrs. Susan Chessa Fnp-c"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37939 45.16665),TRUE
1ad840f6-b52f-4bbd-9d8c-44c6c1586afd,27052169,Don't Worry Bee Happy Healing,NA,"{""primary"":""massage"",""alternate"":[""reflexology""]}","{""primary"":""Don't Worry Bee Happy Healing"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.37939 45.16664),FALSE
439f32ab-ea10-4c22-8d69-e722e9ad1e28,27052174,Center Yoga & Healing Arts,NA,"{""primary"":""yoga_studio"",""alternate"":[""active_life"",""meditation_center""]}","{""primary"":""Center Yoga & Healing Arts"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.3789 45.1673),FALSE
34032fbf-ad88-4557-b213-9d89de29ad72,27052137,Gizmo's Tattoos,NA,"{""primary"":""tattoo_and_piercing"",""alternate"":[""beauty_and_spa"",""art_gallery""]}","{""primary"":""Gizmo's Tattoos"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.38712 45.16525),FALSE
2b4f245d-3bb1-4418-bbe8-55fe4fac99b6,27052143,Rite Aid,NA,"{""primary"":""drugstore"",""alternate"":[""retail""]}","{""primary"":""Rite Aid"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.3852 45.166),FALSE
7a72595d-fe73-490f-bffa-ce3ba6a7d2e7,27052166,Maine Highlands Federal Credit Union,NA,"{""primary"":""credit_union"",""alternate"":[""bank_credit_union""]}","{""primary"":""Maine Highlands Federal Credit Union"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.38165 45.16576),FALSE
b2565d7c-d3f5-40bb-9929-0fc0cb1cccdb,27052168,Mt. Kineo Lodge #109,NA,"{""primary"":""lodge"",""alternate"":[""community_services_non_profits"",""public_and_government_association""]}","{""primary"":""Mt. Kineo Lodge #109"",""common"":null,""rules"":null}",2330060,"Guilford, Maine",POINT (-69.3799 45.16601),FALSE
